time_s,strain
0.506227,6.867829e-26
0.506471,5.277415e-26
0.506716,3.392318e-26
0.506960,1.294467e-26
0.507204,-9.216924e-27
0.507448,-3.153362e-26
0.507692,-5.294077e-26
0.507937,-7.238711e-26
0.508181,-8.888571e-26
0.508425,-1.015632e-25
0.508669,-1.097053e-25
0.508913,-1.127956e-25
0.509158,-1.105463e-25
0.509402,-1.029188e-25
0.509646,-9.013287e-26
0.509890,-7.266320e-26
0.510134,-5.122420e-26
0.510379,-2.674221e-26
0.510623,-3.168543e-28
0.510867,2.682721e-26
0.511111,5.339604e-26
0.511355,7.808721e-26
0.511600,9.965274e-26
0.511844,1.169613e-25
0.512088,1.290567e-25
0.512332,1.352091e-25
0.512576,1.349577e-25
0.512821,1.281401e-25
0.513065,1.149096e-25
0.513309,9.573620e-26
0.513553,7.139317e-26
0.513797,4.292766e-26
0.514042,1.161748e-26
0.514286,-2.108481e-26
0.514530,-5.361806e-26
0.514774,-8.438593e-26
0.515018,-1.118342e-25
0.515263,-1.345280e-25
0.515507,-1.512263e-25
0.515751,-1.609478e-25
0.515995,-1.630267e-25
0.516239,-1.571550e-25
0.516484,-1.434071e-25
0.516728,-1.222476e-25
0.516972,-9.451916e-26
0.517216,-6.141180e-26
0.517460,-2.441389e-26
0.517705,1.475293e-26
0.517949,5.421229e-26
0.518193,9.202163e-26
0.518437,1.262666e-25
0.518681,1.551566e-25
0.518926,1.771173e-25
0.519170,1.908749e-25
0.519414,1.955280e-25
0.519658,1.906024e-25
0.519902,1.760874e-25
0.520147,1.524491e-25
0.520391,1.206206e-25
0.520635,8.196870e-26
0.520879,3.823760e-26
0.521123,-8.527200e-27
0.521368,-5.607291e-26
0.521612,-1.020462e-25
0.521856,-1.441083e-25
0.522100,-1.800522e-25
0.522344,-2.079174e-25
0.522589,-2.260949e-25
0.522833,-2.334175e-25
0.523077,-2.292315e-25
0.523321,-2.134431e-25
0.523565,-1.865391e-25
0.523810,-1.495788e-25
0.524054,-1.041561e-25
0.524298,-5.233431e-26
0.524542,3.444791e-27
0.524786,6.047389e-26
0.525031,1.159094e-25
0.525275,1.669115e-25
0.525519,2.107879e-25
0.525763,2.451341e-25
0.526007,2.679633e-25
0.526252,2.778187e-25
0.526496,2.738618e-25
0.526740,2.559324e-25
0.526984,2.245755e-25
0.527228,1.810325e-25
0.527473,1.271978e-25
0.527717,6.554011e-26
0.527961,-1.007366e-27
0.528205,-6.918396e-26
0.528449,-1.355587e-25
0.528694,-1.967009e-25
0.528938,-2.493555e-25
0.529182,-2.906140e-25
0.529426,-3.180734e-25
0.529670,-3.299725e-25
0.529915,-3.253000e-25
0.530159,-3.038667e-25
0.530403,-2.663380e-25
0.530647,-2.142227e-25
0.530891,-1.498187e-25
0.531136,-7.611612e-26
0.531380,3.337296e-27
0.531624,8.460407e-26
0.531868,1.635491e-25
0.532112,2.360477e-25
0.532357,2.981986e-25
0.532601,3.465313e-25
0.532845,3.781976e-25
0.533089,3.911354e-25
0.533333,3.841967e-25
0.533578,3.572322e-25
0.533822,3.111253e-25
0.534066,2.477749e-25
0.534310,1.700242e-25
0.534554,8.153801e-26
0.534799,-1.336507e-26
0.535043,-1.099198e-25
0.535287,-2.031502e-25
0.535531,-2.881233e-25
0.535775,-3.602070e-25
0.536020,-4.153201e-25
0.536264,-4.501599e-25
0.536508,-4.623957e-25
0.536752,-4.508164e-25
0.536996,-4.154243e-25
0.537241,-3.574672e-25
0.537485,-2.794061e-25
0.537729,-1.848191e-25
0.537973,-7.824344e-26
0.538217,3.503728e-26
0.538462,1.492505e-25
0.538706,2.584251e-25
0.538950,3.567003e-25
0.539194,4.386370e-25
0.539438,4.995152e-25
0.539683,5.356026e-25
0.539927,5.443769e-25
0.540171,5.246916e-25
0.540415,4.768725e-25
0.540659,4.027402e-25
0.540904,3.055525e-25
0.541148,1.898708e-25
0.541392,6.135231e-26
0.541636,-7.352055e-26
0.541880,-2.077623e-25
0.542125,-3.342417e-25
0.542369,-4.460573e-25
0.542613,-5.369096e-25
0.542857,-6.014522e-25
0.543101,-6.356018e-25
0.543346,-6.367884e-25
0.543590,-6.041321e-25
0.543834,-5.385346e-25
0.544078,-4.426774e-25
0.544322,-3.209256e-25
0.544567,-1.791382e-25
0.544811,-2.439407e-26
0.545055,1.353551e-25
0.545299,2.916880e-25
0.545543,4.361527e-25
0.545788,5.607196e-25
0.546032,6.582227e-25
0.546276,7.227676e-25
0.546520,7.500811e-25
0.546764,7.377830e-25
0.547009,6.855639e-25
0.547253,5.952550e-25
0.547497,4.707852e-25
0.547741,3.180238e-25
0.547985,1.445133e-25
0.548230,-4.089424e-26
0.548474,-2.284818e-25
0.548718,-4.081706e-25
0.548962,-5.700566e-25
0.549206,-7.049508e-25
0.549451,-8.048962e-25
0.549695,-8.636308e-25
0.549939,-8.769711e-25
0.550183,-8.430930e-25
0.550427,-7.626908e-25
0.550672,-6.390051e-25
0.550916,-4.777110e-25
0.551160,-2.866715e-25
0.551404,-7.556543e-26
0.551648,1.445943e-25
0.551893,3.620275e-25
0.552137,5.648103e-25
0.552381,7.415233e-25
0.552625,8.818886e-25
0.552869,9.773618e-25
0.553114,1.021643e-24
0.553358,1.011082e-24
0.553602,9.449406e-25
0.553846,8.255126e-25
0.554090,6.580715e-25
0.554335,4.506575e-25
0.554579,2.137052e-25
0.554823,-4.046978e-26
0.555067,-2.983014e-25
0.555311,-5.456890e-25
0.555556,-7.687615e-25
0.555800,-9.546479e-25
0.556044,-1.092214e-24
0.556288,-1.172721e-24
0.556532,-1.190369e-24
0.556777,-1.142691e-24
0.557021,-1.030775e-24
0.557265,-8.592924e-25
0.557509,-6.363274e-25
0.557753,-3.730168e-25
0.557998,-8.300616e-26
0.558242,2.182443e-25
0.558486,5.142742e-25
0.558730,7.885137e-25
0.558974,1.025203e-24
0.559219,1.210291e-24
0.559463,1.332259e-24
0.559707,1.382831e-24
0.559951,1.357512e-24
0.560195,1.255933e-24
0.560440,1.081979e-24
0.560684,8.436726e-25
0.560928,5.528300e-25
0.561172,2.244926e-25
0.561416,-1.238361e-25
0.561661,-4.731109e-25
0.561905,-8.037760e-25
0.562149,-1.096850e-24
0.562393,-1.335009e-24
0.562637,-1.503597e-24
0.562882,-1.591524e-24
0.563126,-1.591970e-24
0.563370,-1.502882e-24
0.563614,-1.327201e-24
0.563858,-1.072822e-24
0.564103,-7.522723e-25
0.564347,-3.821107e-25
0.564591,1.790402e-26
0.564835,4.258554e-25
0.565079,8.188566e-25
0.565324,1.174324e-24
0.565568,1.471264e-24
0.565812,1.691504e-24
0.566056,1.820793e-24
0.566300,1.849705e-24
0.566545,1.774297e-24
0.566789,1.596460e-24
0.567033,1.323961e-24
0.567277,9.701353e-25
0.567521,5.532690e-25
0.567766,9.567165e-26
0.568010,-3.774986e-25
0.568254,-8.396027e-25
0.568498,-1.264008e-24
0.568742,-1.625610e-24
0.568987,-1.902311e-24
0.569231,-2.076350e-24
0.569475,-2.135435e-24
0.569719,-2.073572e-24
0.569963,-1.891564e-24
0.570208,-1.597130e-24
0.570452,-1.204623e-24
0.570696,-7.343703e-25
0.570940,-2.116418e-25
0.571184,3.346838e-25
0.571429,8.736970e-25
0.571673,1.374191e-24
0.571917,1.806456e-24
0.572161,2.144030e-24
0.572405,2.365303e-24
0.572650,2.454886e-24
0.572894,2.404647e-24
0.573138,2.214357e-24
0.573382,1.891887e-24
0.573626,1.452951e-24
0.573871,9.203748e-25
0.574115,3.229438e-25
0.574359,-3.061294e-25
0.574603,-9.310297e-25
0.574847,-1.515361e-24
0.575092,-2.024252e-24
0.575336,-2.426421e-24
0.575580,-2.696085e-24
0.575824,-2.814594e-24
0.576068,-2.771686e-24
0.576313,-2.566286e-24
0.576557,-2.206783e-24
0.576801,-1.710762e-24
0.577045,-1.104195e-24
0.577289,-4.201131e-25
0.577534,3.031605e-25
0.577778,1.024135e-24
0.578022,1.700510e-24
0.578266,2.291643e-24
0.578510,2.760972e-24
0.578755,3.078263e-24
0.578999,3.221534e-24
0.579243,3.178546e-24
0.579487,2.947744e-24
0.579731,2.538605e-24
0.579976,1.971328e-24
0.580220,1.275901e-24
0.580464,4.905469e-25
0.580708,-3.403368e-25
0.580952,-1.168663e-24
0.581197,-1.945416e-24
0.581441,-2.623530e-24
0.581685,-3.160726e-24
0.581929,-3.522126e-24
0.582173,-3.682496e-24
0.582418,-3.627968e-24
0.582662,-3.357120e-24
0.582906,-2.881355e-24
0.583150,-2.224510e-24
0.583394,-1.421731e-24
0.583639,-5.176331e-25
0.583883,4.361401e-25
0.584127,1.383834e-24
0.584371,2.268817e-24
0.584615,3.036945e-24
0.584860,3.639851e-24
0.585104,4.037972e-24
0.585348,4.203117e-24
0.585592,4.120415e-24
0.585836,3.789509e-24
0.586081,3.224907e-24
0.586325,2.455454e-24
0.586569,1.522920e-24
0.586813,4.797911e-25
0.587057,-6.136497e-25
0.587302,-1.692767e-24
0.587546,-2.692368e-24
0.587790,-3.550615e-24
0.588034,-4.212832e-24
0.588278,-4.634961e-24
0.588523,-4.786461e-24
0.588767,-4.652462e-24
0.589011,-4.235010e-24
0.589255,-3.553331e-24
0.589499,-2.643048e-24
0.589744,-1.554398e-24
0.589988,-3.495131e-25
0.590232,9.010808e-25
0.590476,2.122552e-24
0.590720,3.240211e-24
0.590965,4.184052e-24
0.591209,4.893112e-24
0.591453,5.319383e-24
0.591697,5.431022e-24
0.591941,5.214651e-24
0.592186,4.676584e-24
0.592430,3.842883e-24
0.592674,2.758203e-24
0.592918,1.483480e-24
0.593162,9.256626e-26
0.593407,-1.331994e-24
0.593651,-2.703829e-24
0.593895,-3.937938e-24
0.594139,-4.955932e-24
0.594383,-5.690986e-24
0.594628,-6.092193e-24
0.594872,-6.128040e-24
0.595116,-5.788774e-24
0.595360,-5.087477e-24
0.595604,-4.059766e-24
0.595849,-2.762096e-24
0.596093,-1.268740e-24
0.596337,3.323967e-25
0.596581,1.944897e-24
0.596825,3.469597e-24
0.597070,4.810650e-24
0.597314,5.881520e-24
0.597558,6.610532e-24
0.597802,6.945638e-24
0.598046,6.858060e-24
0.598291,6.344584e-24
0.598535,5.428314e-24
0.598779,4.157813e-24
0.599023,2.604639e-24
0.599267,8.594019e-25
0.599512,-9.734548e-25
0.599756,-2.781849e-24
0.600000,-4.452871e-24
0.600244,-5.879795e-24
0.600488,-6.968860e-24
0.600733,-7.645401e-24
0.600977,-7.858916e-24
0.601221,-7.586740e-24
0.601465,-6.836058e-24
0.601709,-5.644101e-24
0.601954,-4.076464e-24
0.602198,-2.223603e-24
0.602442,-1.957112e-25
0.602686,1.883771e-24
0.602930,3.885608e-24
0.603175,5.682759e-24
0.603419,7.158397e-24
0.603663,8.213472e-24
0.603907,8.773316e-24
0.604151,8.792858e-24
0.604396,8.260094e-24
0.604640,7.197548e-24
0.604884,5.661581e-24
0.605128,3.739557e-24
0.605372,1.544991e-24
0.605617,-7.890733e-25
0.605861,-3.118052e-24
0.606105,-5.294723e-24
0.606349,-7.178483e-24
0.606593,-8.644391e-24
0.606838,-9.591415e-24
0.607082,-9.949341e-24
0.607326,-9.683875e-24
0.607570,-8.799576e-24
0.607814,-7.340383e-24
0.608059,-5.387648e-24
0.608303,-3.055749e-24
0.608547,-4.855025e-25
0.608791,2.164253e-24
0.609035,4.726400e-24
0.609280,7.036020e-24
0.609524,8.940971e-24
0.609768,1.031186e-23
0.610012,1.105078e-23
0.610256,1.109824e-23
0.610501,1.043774e-23
0.610745,9.097772e-24
0.610989,7.150859e-24
0.611233,4.709876e-24
0.611477,1.921627e-24
0.611722,-1.041871e-24
0.611966,-3.993916e-24
0.612210,-6.744804e-24
0.612454,-9.113971e-24
0.612698,-1.094180e-23
0.612943,-1.210030e-23
0.613187,-1.250206e-23
0.613431,-1.210665e-23
0.613675,-1.092424e-23
0.613919,-9.015951e-24
0.614164,-6.490988e-24
0.614408,-3.500535e-24
0.614652,-2.288545e-25
0.614896,3.117962e-24
0.615140,6.324887e-24
0.615385,9.181709e-24
0.615629,1.149675e-23
0.615873,1.310969e-23
0.616117,1.390260e-23
0.616361,1.380844e-23
0.616606,1.281651e-23
0.616850,1.097421e-23
0.617094,8.385215e-24
0.617338,5.203789e-24
0.617582,1.625808e-24
0.617827,-2.123190e-24
0.618071,-5.802112e-24
0.618315,-9.169735e-24
0.618559,-1.200046e-23
0.618803,-1.409936e-23
0.619048,-1.531558e-23
0.619292,-1.555302e-23
0.619536,-1.477783e-23
0.619780,-1.302177e-23
0.620024,-1.038152e-23
0.620269,-7.013590e-24
0.620513,-3.125275e-24
0.620757,1.037976e-24
0.621001,5.207911e-24
0.621245,9.110674e-24
0.621490,1.248471e-23
0.621734,1.509823e-23
0.621978,1.676508e-23
0.622222,1.735793e-23
0.622466,1.681782e-23
0.622711,1.515941e-23
0.622955,1.247150e-23
0.623199,8.912569e-24
0.623443,4.701731e-24
0.623687,1.053872e-25
0.623932,-4.579466e-24
0.624176,-9.044317e-24
0.624420,-1.298937e-23
0.624664,-1.614359e-23
0.624908,-1.828330e-23
0.625153,-1.924793e-23
0.625397,-1.895193e-23
0.625641,-1.739195e-23
0.625885,-1.464866e-23
0.626129,-1.088301e-23
0.626374,-6.327080e-24
0.626618,-1.269993e-24
0.626862,3.960265e-24
0.627106,9.017989e-24
0.627350,1.356250e-23
0.627595,1.728102e-23
0.627839,1.991011e-23
0.628083,2.125431e-23
0.628327,2.120049e-23
0.628571,1.972704e-23
0.628816,1.690710e-23
0.629060,1.290546e-23
0.629304,7.969294e-24
0.629548,2.413104e-24
0.629792,-3.401093e-24
0.630037,-9.087219e-24
0.630281,-1.426065e-23
0.630525,-1.856414e-23
0.630769,-2.169244e-23
0.631013,-2.341384e-23
0.631258,-2.358724e-23
0.631502,-2.217339e-23
0.631746,-1.923950e-23
0.631990,-1.495669e-23
0.632234,-9.590439e-24
0.632479,-3.484392e-24
0.632723,2.961428e-24
0.632967,9.316653e-24
0.633211,1.514917e-23
0.633455,2.005441e-23
0.633700,2.368333e-23
0.633944,2.576717e-23
0.634188,2.613725e-23
0.634432,2.473832e-23
0.634676,2.163444e-23
0.634921,1.700691e-23
0.635165,1.114406e-23
0.635409,4.423672e-24
0.635653,-2.711182e-24
0.635897,-9.781115e-24
0.636142,-1.630251e-23
0.636386,-2.182048e-23
0.636630,-2.594055e-23
0.636874,-2.835673e-23
0.637118,-2.887414e-23
0.637363,-2.742446e-23
0.637607,-2.407291e-23
0.637851,-1.901630e-23
0.638095,-1.257197e-23
0.638339,-5.158198e-24
0.638584,2.732659e-24
0.638828,1.056665e-23
0.639072,1.780421e-23
0.639316,2.393721e-23
0.639560,2.852451e-23
0.639805,3.122367e-23
0.640049,3.181632e-23
0.640293,3.022556e-23
0.640537,2.652386e-23
0.640781,2.093076e-23
0.641026,1.380045e-23
0.641270,5.599668e-24
0.641514,-3.122529e-24
0.641758,-1.177129e-23
0.642002,-1.974638e-23
0.642247,-2.648370e-23
0.642491,-3.149513e-23
0.642735,-3.440375e-23
0.642979,-3.497210e-23
0.643223,-3.312120e-23
0.643468,-2.893895e-23
0.643712,-2.267698e-23
0.643956,-1.473612e-23
0.644200,-5.641167e-24
0.644444,3.993495e-24
0.644689,1.350515e-23
0.644933,2.222813e-23
0.645177,2.954033e-23
0.645421,3.490741e-23
0.645665,3.792179e-23
0.645910,3.833346e-23
0.646154,3.607030e-23
0.646398,3.124629e-23
0.646642,2.415691e-23
0.646886,1.526159e-23
0.647131,5.154426e-24
0.647375,-5.475208e-24
0.647619,-1.588938e-23
0.647863,-2.535265e-23
0.648107,-3.318389e-23
0.648352,-3.880519e-23
0.648596,-4.178443e-23
0.648840,-4.186830e-23
0.649084,-3.900339e-23
0.649328,-3.334341e-23
0.649573,-2.524206e-23
0.649817,-1.523150e-23
0.650061,-3.987926e-24
0.650305,7.713831e-24
0.650549,1.905337e-23
0.650794,2.922208e-23
0.651038,3.748064e-23
0.651282,4.321270e-23
0.651526,4.597078e-23
0.651770,4.551098e-23
0.652015,4.181387e-23
0.652259,3.508980e-23
0.652503,2.576790e-23
0.652747,1.446939e-23
0.652991,1.966594e-24
0.653236,-1.086943e-23
0.653480,-2.312932e-23
0.653724,-3.392965e-23
0.653968,-4.247646e-23
0.654212,-4.812352e-23
0.654457,-5.042107e-23
0.654701,-4.915139e-23
0.654945,-4.434839e-23
0.655189,-3.629949e-23
0.655433,-2.552938e-23
0.655678,-1.276646e-23
0.655922,1.105914e-24
0.656166,1.511021e-23
0.656410,2.824333e-23
0.656654,3.954827e-23
0.656899,4.818374e-23
0.657143,5.348666e-23
0.657387,5.502298e-23
0.657631,5.262280e-23
0.657875,4.639715e-23
0.658120,3.673468e-23
0.658364,2.427839e-23
0.658608,9.883429e-24
0.658852,-5.441098e-24
0.659096,-2.060249e-23
0.659341,-3.450209e-23
0.659585,-4.611478e-23
0.659829,-5.456440e-23
0.660073,-5.918981e-23
0.660317,-5.959643e-23
0.660562,-5.568935e-23
0.660806,-4.768521e-23
0.661050,-3.610173e-23
0.661294,-2.172502e-23
0.661538,-5.556957e-24
0.661783,1.125421e-23
0.662027,2.749500e-23
0.662271,4.197408e-23
0.662515,5.360948e-23
0.662759,6.150934e-23
0.663004,6.504019e-23
0.663248,6.387747e-23
0.663492,5.803440e-23
0.663736,4.786653e-23
0.663980,3.405141e-23
0.664225,1.754428e-23
0.664469,-4.873874e-25
0.664713,-1.874592e-23
0.664957,-3.589654e-23
0.665201,-5.066472e-23
0.665446,-6.193071e-23
0.665690,-6.881444e-23
0.665934,-7.074406e-23
0.666178,-6.750308e-23
0.666422,-5.925206e-23
0.666667,-4.652298e-23
0.666911,-3.018599e-23
0.667155,-1.139080e-23
0.667399,8.513647e-24
0.667643,2.807554e-23
0.667888,4.584579e-23
0.668132,6.048517e-23
0.668376,7.086515e-23
0.668620,7.615479e-23
0.668864,7.588708e-23
0.669109,6.999939e-23
0.669353,5.884459e-23
0.669597,4.317153e-23
0.669841,2.407585e-23
0.670085,2.924108e-24
0.670330,-1.874343e-23
0.670574,-3.932451e-23
0.670818,-5.727314e-23
0.671062,-7.121558e-23
0.671306,-8.005534e-23
0.671551,-8.305939e-23
0.671795,-7.991851e-23
0.672039,-7.077712e-23
0.672283,-5.622968e-23
0.672527,-3.728335e-23
0.672772,-1.528928e-23
0.673016,8.153075e-24
0.673260,3.131172e-23
0.673504,5.244973e-23
0.673748,6.995531e-23
0.673993,8.246457e-23
0.674237,8.896776e-23
0.674481,8.889056e-23
0.674725,8.214403e-23
0.674969,6.913887e-23
0.675214,5.076231e-23
0.675458,2.831881e-23
0.675702,3.438317e-24
0.675946,-2.204140e-23
0.676190,-4.621008e-23
0.676435,-6.722786e-23
0.676679,-8.346519e-23
0.676923,-9.362914e-23
0.677167,-9.686622e-23
0.677411,-9.283366e-23
0.677656,-8.173323e-23
0.677900,-6.430434e-23
0.678144,-4.177625e-23
0.678388,-1.578253e-23
0.678632,1.175663e-23
0.678877,3.877569e-23
0.679121,6.321826e-23
0.679365,8.319343e-23
0.679609,9.712194e-23
0.679853,1.038610e-22
0.680098,1.027979e-22
0.680342,9.390464e-23
0.680586,7.774885e-23
0.680830,5.545970e-23
0.681074,2.865024e-23
0.681319,-6.984104e-25
0.681563,-3.038269e-23
0.681807,-5.814157e-23
0.682051,-8.182850e-23
0.682295,-9.957725e-23
0.682540,-1.099489e-22
0.682784,-1.120485e-22
0.683028,-1.056016e-22
0.683272,-9.098472e-23
0.683516,-6.920601e-23
0.683761,-4.183747e-23
0.684005,-1.090259e-23
0.684249,2.127244e-23
0.684493,5.223302e-23
0.684737,7.958300e-23
0.684982,1.011700e-22
0.685226,1.152547e-22
0.685470,1.206511e-22
0.685714,1.168257e-22
0.685958,1.039489e-22
0.686203,8.289168e-23
0.686447,5.516873e-23
0.686691,2.283104e-23
0.686935,-1.168498e-23
0.687179,-4.574030e-23
0.687424,-7.669457e-23
0.687668,-1.021106e-22
0.687912,-1.199462e-22
0.688156,-1.287183e-22
0.688400,-1.276259e-22
0.688645,-1.166227e-22
0.688889,-9.643101e-23
0.689133,-6.849705e-23
0.689377,-3.488895e-23
0.689621,1.855209e-24
0.689866,3.891828e-23
0.690110,7.341939e-23
0.690354,1.026376e-22
0.690598,1.242265e-22
0.690842,1.364024e-22
0.691087,1.380918e-22
0.691331,1.290257e-22
0.691575,1.097716e-22
0.691819,8.170119e-23
0.692063,4.689479e-23
0.692308,7.988129e-24
0.692552,-3.202605e-23
0.692796,-7.002758e-23
0.693040,-1.030118e-22
0.693284,-1.283270e-22
0.693529,-1.438875e-22
0.693773,-1.483458e-22
0.694017,-1.412086e-22
0.694261,-1.228878e-22
0.694505,-9.468056e-23
0.694750,-5.867999e-23
0.694994,-1.762097e-23
0.695238,2.532633e-23
0.695482,6.680045e-23
0.695726,1.035113e-22
0.695971,1.325009e-22
0.696215,1.513821e-22
0.696459,1.585346e-22
0.696703,1.532444e-22
0.696947,1.357725e-22
0.697192,1.073479e-22
0.697436,7.008328e-23
0.697680,2.682018e-23
0.697924,-1.908689e-23
0.698168,-6.402945e-23
0.698413,-1.044282e-22
0.698657,-1.370178e-22
0.698901,-1.591110e-22
0.699145,-1.688202e-22
0.699389,-1.652187e-22
0.699634,-1.484275e-22
0.699878,-1.196201e-22
0.700122,-8.094301e-23
0.700366,-3.535800e-23
0.700611,1.358359e-23
0.700855,6.201640e-23
0.701099,1.060658e-22
0.701343,1.421575e-22
0.701587,1.673078e-22
0.701832,1.793703e-22
0.702076,1.772188e-22
0.702320,1.608520e-22
0.702564,1.314078e-22
0.702808,9.108791e-23
0.703053,4.299496e-23
0.703297,-9.104641e-24
0.703541,-6.107460e-23
0.703785,-1.087365e-22
0.704029,-1.482053e-22
0.704274,-1.762065e-22
0.704518,-1.903473e-22
0.704762,-1.893217e-22
0.705006,-1.730302e-22
0.705250,-1.426033e-22
0.705495,-1.003267e-22
0.705739,-4.947187e-23
0.705983,5.955555e-24
0.706227,6.153010e-23
0.706471,1.127591e-22
0.706716,1.554454e-22
0.706960,1.860318e-22
0.707204,2.018970e-22
0.707448,2.015808e-22
0.707692,1.849179e-22
0.707937,1.530675e-22
0.708181,1.084368e-22
0.708425,5.450142e-23
0.708669,-4.463913e-24
0.708913,-6.372247e-23
0.709158,-1.184555e-22
0.709402,-1.641538e-22
0.709646,-1.969890e-22
0.709890,-2.141350e-22
0.710134,-2.140110e-22
0.710379,-1.964269e-22
0.710623,-1.626160e-22
0.710867,-1.151530e-22
0.711111,-5.776007e-23
0.711355,4.983325e-24
0.711600,6.800418e-23
0.711844,1.261456e-22
0.712088,1.745882e-22
0.712332,2.092503e-22
0.712576,2.271313e-22
0.712821,2.265723e-22
0.713065,2.074093e-22
0.713309,1.710050e-22
0.713553,1.201561e-22
0.713797,5.888108e-23
0.714042,-7.895495e-24
0.714286,-7.473744e-23
0.714530,-1.361387e-22
0.714774,-1.869766e-22
0.715018,-2.229394e-22
0.715263,-2.408925e-22
0.715507,-2.391518e-22
0.715751,-2.176408e-22
0.715995,-1.779170e-22
0.716239,-1.230630e-22
0.716484,-5.744979e-23
0.716728,1.360926e-23
0.716972,8.428752e-23
0.717216,1.487221e-22
0.717460,2.014998e-22
0.717705,2.381123e-22
0.717949,2.553418e-22
0.718193,2.515436e-22
0.718437,2.268029e-22
0.718681,1.829480e-22
0.718926,1.234193e-22
0.719170,5.300235e-23
0.719414,-2.255521e-23
0.719658,-9.701112e-23
0.719902,-1.641437e-22
0.720147,-2.182714e-22
0.720391,-2.547343e-22
0.720635,-2.702954e-22
0.720879,-2.634286e-22
0.721123,-2.344670e-22
0.721368,-1.855966e-22
0.721612,-1.206957e-22
0.721856,-4.502960e-23
0.722100,3.517442e-23
0.722344,1.132384e-22
0.722589,1.825891e-22
0.722833,2.373113e-22
0.723077,2.726529e-22
0.723321,2.854380e-22
0.723565,2.743531e-22
0.723810,2.400791e-22
0.724054,1.852572e-22
0.724298,1.142894e-22
0.724542,3.298789e-23
0.724786,-5.189950e-23
0.725031,-1.332476e-22
0.725275,-2.041519e-22
0.725519,-2.585141e-22
0.725763,-2.915676e-22
0.726007,-3.002963e-22
0.726252,-2.837094e-22
0.726496,-2.429495e-22
0.726740,-1.812194e-22
0.726984,-1.035347e-22
0.727228,-1.631889e-23
0.727473,7.312628e-23
0.727717,1.572306e-22
0.727961,2.287957e-22
0.728205,2.816119e-22
0.728449,3.109970e-22
0.728694,3.142127e-22
0.728938,2.907196e-22
0.729182,2.422481e-22
0.729426,1.726762e-22
0.729670,8.772286e-23
0.729915,-5.519294e-24
0.730159,-9.917463e-23
0.730403,-1.852486e-22
0.730647,-2.563102e-22
0.730891,-3.061334e-22
0.731136,-3.302442e-22
0.731380,-3.263227e-22
0.731624,-2.944261e-22
0.731868,-2.370100e-22
0.732112,-1.587440e-22
0.732357,-6.613583e-23
0.732601,3.300769e-23
0.732845,1.302370e-22
0.733089,2.171792e-22
0.733333,2.862591e-22
0.733578,3.313599e-22
0.733822,3.483658e-22
0.734066,3.355385e-22
0.734310,2.936928e-22
0.734554,2.261541e-22
0.734799,1.384986e-22
0.735043,3.809626e-23
0.735287,-6.650689e-23
0.735531,-1.663144e-22
0.735775,-2.526528e-22
0.736020,-3.179257e-22
0.736264,-3.562831e-22
0.736508,-3.641466e-22
0.736752,-3.405441e-22
0.736996,-2.872216e-22
0.737241,-2.085209e-22
0.737485,-1.110303e-22
0.737729,-3.035677e-24
0.737973,1.061814e-22
0.738217,2.071402e-22
0.738462,2.909838e-22
0.738706,3.502566e-22
0.738950,3.795686e-22
0.739194,3.760864e-22
0.739438,3.398076e-22
0.739683,2.735899e-22
0.739927,1.829322e-22
0.740171,7.552126e-23
0.740415,-3.941704e-23
0.740659,-1.519084e-22
0.740904,-2.520949e-22
0.741148,-3.310992e-22
0.741392,-3.818118e-22
0.741636,-3.995324e-22
0.741880,-3.824068e-22
0.742125,-3.316184e-22
0.742369,-2.513157e-22
0.742613,-1.482784e-22
0.742857,-3.134819e-23
0.743101,8.932729e-23
0.743346,2.031737e-22
0.743590,3.001162e-22
0.743834,3.714719e-22
0.744078,4.107283e-22
0.744322,4.141399e-22
0.744567,3.810856e-22
0.744811,3.141558e-22
0.745055,2.189548e-22
0.745299,1.036367e-22
0.745543,-2.178992e-23
0.745788,-1.463290e-22
0.746032,-2.589598e-22
0.746276,-3.496121e-22
0.746520,-4.100681e-22
0.746764,-4.347083e-22
0.747009,-4.210361e-22
0.747253,-3.699297e-22
0.747497,-2.855970e-22
0.747741,-1.752353e-22
0.747985,-4.842030e-23
0.748230,8.372147e-23
0.748474,2.094877e-22
0.748718,3.176360e-22
0.748962,3.983895e-22
0.749206,4.443223e-22
0.749451,4.510442e-22
0.749695,4.176213e-22
0.749939,3.466930e-22
0.750183,2.442704e-22
0.750427,1.192320e-22
0.750672,-1.744300e-23
0.750916,-1.536360e-22
0.751160,-2.771626e-22
0.751404,-3.768633e-22
0.751648,-4.436123e-22
0.751893,-4.711548e-22
0.752137,-4.566952e-22
0.752381,-4.011807e-22
0.752625,-3.092511e-22
0.752869,-1.888571e-22
0.753114,-5.057681e-23
0.753358,9.331064e-23
0.753602,2.299141e-22
0.753846,3.468847e-22
0.754090,4.335333e-22
0.754335,4.818088e-22
0.754579,4.870485e-22
0.754823,4.484300e-22
0.755067,3.690809e-22
0.755311,2.558327e-22
0.755556,1.186376e-22
0.755800,-3.030222e-23
0.756044,-1.776180e-22
0.756288,-3.099730e-22
0.756532,-4.152709e-22
0.756777,-4.837621e-22
0.757021,-5.089492e-22
0.757265,-4.882054e-22
0.757509,-4.230479e-22
0.757753,-3.190373e-22
0.757998,-1.853095e-22
0.758242,-3.377671e-23
0.758486,1.219300e-22
0.758730,2.676857e-22
0.758974,3.901530e-22
